frame_index,processing_time_seconds,fps,low_threshold,high_threshold,edge_pixel_ratio
449,0.01864180,53.6429,79.08985901,158.17971802,0.04042318
450,0.01805630,55.3823,79.08912659,158.17825317,0.04076823
451,0.01800290,55.5466,78.87422943,157.74845886,0.04103841
452,0.01868220,53.5269,78.73391724,157.46783447,0.04130534
453,0.01812800,55.1633,78.29808044,156.59616089,0.04071940
454,0.01787660,55.9390,77.95665741,155.91331482,0.04170247
455,0.01825320,54.7849,77.74409485,155.48818970,0.04154622
456,0.01837440,54.4235,77.95368195,155.90736389,0.04089193
457,0.00722710,138.3681,77.95306396,155.90612793,0.04073242
458,0.00870970,114.8145,78.20339203,156.40678406,0.04106771
459,0.01009930,99.0168,77.87133026,155.74266052,0.04140625
460,0.00909920,109.8998,78.29535675,156.59071350,0.04110026
461,0.01052140,95.0444,77.87725067,155.75450134,0.04095703
462,0.00946180,105.6881,77.89034271,155.78068542,0.04079753
463,0.00901860,110.8820,78.02455902,156.04911804,0.04085612
464,0.01077610,92.7979,77.69124603,155.38249207,0.04118815
465,0.00837040,119.4686,77.50381470,155.00762939,0.04122721
466,0.00910130,109.8744,77.28277588,154.56555176,0.04118164
467,0.00744860,134.2534,77.33246613,154.66493225,0.04117513
468,0.00820880,121.8205,76.97329712,153.94659424,0.04106120
469,0.00784600,127.4535,76.88533020,153.77066040,0.04077148
470,0.00804070,124.3673,76.53128052,153.06256104,0.04077474
471,0.00946990,105.5977,76.59853363,153.19706726,0.04024089
472,0.00811880,123.1709,76.71849823,153.43699646,0.04043294
473,0.00805900,124.0849,76.98645020,153.97290039,0.04035807
474,0.01030550,97.0356,76.93291473,153.86582947,0.04031576
475,0.01263670,79.1346,76.67147827,153.34295654,0.04145508
476,0.01088900,91.8358,76.60802460,153.21604919,0.04121745
477,0.00767470,130.2983,76.33123779,152.66247559,0.04088216
478,0.00967730,103.3346,76.33621216,152.67242432,0.04042969
479,0.00803830,124.4044,76.09846497,152.19692993,0.04080078
480,0.00742430,134.6928,75.87466431,151.74932861,0.04109701
481,0.00748100,133.6720,75.74992371,151.49984741,0.04063151
482,0.00890720,112.2687,75.14938354,150.29876709,0.04087240
483,0.00770630,129.7640,75.16481018,150.32962036,0.04101888
484,0.00985310,101.4909,75.09359741,150.18719482,0.04084635
485,0.00846450,118.1405,75.24358368,150.48716736,0.04138021
486,0.01049480,95.2853,74.96950531,149.93901062,0.04151367
487,0.00766580,130.4495,75.03713989,150.07427979,0.04154948
488,0.00893100,111.9695,74.96842194,149.93684387,0.04109049
489,0.00896290,111.5710,74.94238281,149.88476562,0.04218750
490,0.00784850,127.4129,75.44850159,150.89700317,0.04119792
491,0.00806370,124.0125,75.29949188,150.59898376,0.04122070
492,0.00813000,123.0012,75.40038300,150.80076599,0.04156250
493,0.00889330,112.4442,75.42768860,150.85537720,0.04134440
494,0.00808950,123.6170,75.33723450,150.67446899,0.04166341
495,0.00972580,102.8193,75.33253479,150.66506958,0.04175130
496,0.00870910,114.8224,75.76818848,151.53637695,0.04185221
497,0.00899190,111.2112,75.94741821,151.89483643,0.04137695
498,0.00924140,108.2087,76.12025452,152.24050903,0.04135091
499,0.00759890,131.5980,76.42330933,152.84661865,0.04125977
500,0.00763660,130.9483,76.38524628,152.77049255,0.04020508
501,0.00915270,109.2574,76.37918091,152.75836182,0.04009115
502,0.00924270,108.1935,76.43102264,152.86204529,0.04078451
503,0.00775130,129.0106,76.40200043,152.80400085,0.04076497
504,0.00802750,124.5718,76.32103729,152.64207458,0.04174154
505,0.00871630,114.7276,76.71277618,153.42555237,0.04156250
506,0.00770310,129.8179,76.51853180,153.03706360,0.04196940
507,0.00998630,100.1372,76.81522369,153.63044739,0.04191406
508,0.00818450,122.1822,77.25651550,154.51303101,0.04170573
509,0.00745400,134.1562,77.27040100,154.54080200,0.04170247
510,0.02006650,49.8343,77.43576813,154.87153625,0.04185872
511,0.01838320,54.3975,77.89324951,155.78649902,0.04216471
512,0.01847100,54.1389,77.90772247,155.81544495,0.04204427
513,0.02017250,49.5724,77.90518951,155.81037903,0.04202474
514,0.01822480,54.8703,77.98072052,155.96144104,0.04229167
515,0.01841640,54.2994,78.11157990,156.22315979,0.04218750
516,0.01882310,53.1262,78.09918213,156.19836426,0.04223307
517,0.01840340,54.3378,78.09769440,156.19538879,0.04260742
518,0.01875750,53.3120,78.22503662,156.45007324,0.04244792
519,0.01835230,54.4891,77.68811035,155.37622070,0.04216797
520,0.01808500,55.2944,77.41036224,154.82072449,0.04152669
521,0.01815770,55.0731,76.58750916,153.17501831,0.04167969
522,0.01821880,54.8884,76.24807739,152.49615479,0.04099609
523,0.01818240,54.9982,75.63430023,151.26860046,0.04102865
524,0.01809260,55.2712,74.99698639,149.99397278,0.04053385
525,0.01818690,54.9846,73.43630219,146.87260437,0.04001628
526,0.01788910,55.9000,71.25221252,142.50442505,0.03955078
527,0.01807910,55.3125,70.84926605,141.69853210,0.03895508
528,0.01794440,55.7277,70.25030518,140.50061035,0.03820312
529,0.01865700,53.5992,69.49360657,138.98721313,0.03781901
530,0.01834690,54.5051,68.78614044,137.57228088,0.03760742
531,0.01787190,55.9538,69.03132629,138.06265259,0.03758789
532,0.01861700,53.7143,68.88265991,137.76531982,0.03751302
533,0.01786620,55.9716,68.92557526,137.85115051,0.03819987
534,0.01828420,54.6920,68.85465240,137.70930481,0.03789714
535,0.01779680,56.1899,69.25447083,138.50894165,0.03837240
536,0.01777910,56.2458,69.62272644,139.24545288,0.03806966
537,0.01838800,54.3833,69.62497711,139.24995422,0.03855143
538,0.01820750,54.9224,69.68417358,139.36834717,0.03860026
539,0.01823530,54.8387,70.41130066,140.82260132,0.03856445
540,0.01872630,53.4008,70.53324890,141.06649780,0.03869466
541,0.00795680,125.6787,71.09775543,142.19551086,0.03868490
542,0.00808970,123.6140,72.19823456,144.39646912,0.03924154
543,0.00729240,137.1291,73.62481689,147.24963379,0.03964844
544,0.00693220,144.2543,74.67466736,149.34933472,0.04063477
545,0.00746810,133.9029,75.39685822,150.79371643,0.04078451
546,0.01162860,85.9949,76.32369995,152.64739990,0.04109375
547,0.00832210,120.1620,77.80674744,155.61349487,0.04182292
548,0.01037020,96.4302,78.87432861,157.74865723,0.04252930
549,0.00881320,113.4662,80.19487762,160.38975525,0.04264323
550,0.00810690,123.3517,80.54749298,161.09498596,0.04311849
551,0.00754140,132.6014,81.03903961,162.07807922,0.04308919
552,0.00855850,116.8429,81.14957428,162.29914856,0.04313151
553,0.00769100,130.0221,81.56401062,163.12802124,0.04277669
554,0.01209240,82.6966,81.27117920,162.54235840,0.04299479
555,0.00870600,114.8633,81.51744843,163.03489685,0.04283854
556,0.00756580,132.1737,81.41235352,162.82470703,0.04326497
557,0.00951120,105.1392,80.97981262,161.95962524,0.04302083
558,0.00956840,104.5107,81.19403076,162.38806152,0.04320638
559,0.00851650,117.4191,81.57897186,163.15794373,0.04293945
560,0.00956500,104.5478,81.12267303,162.24534607,0.04293294
561,0.00826760,120.9541,81.24440002,162.48880005,0.04324219
562,0.01055620,94.7311,81.32296753,162.64593506,0.04353190
563,0.00988960,101.1163,81.59366608,163.18733215,0.04242513
564,0.00951840,105.0597,81.14978027,162.29956055,0.04310547
565,0.00966370,103.4800,81.47087860,162.94175720,0.04266276
566,0.01108340,90.2250,80.85191345,161.70382690,0.04314779
567,0.00790010,126.5807,80.06697083,160.13394165,0.04315104
568,0.00883520,113.1836,79.77997589,159.55995178,0.04292969
569,0.01084030,92.2484,79.13029480,158.26058960,0.04247070
570,0.01074090,93.1021,78.44701385,156.89402771,0.04216797
571,0.00935150,106.9347,77.55899811,155.11799622,0.04193685
572,0.00952460,104.9913,76.82644653,153.65289307,0.04188151
573,0.00780120,128.1854,76.20676422,152.41352844,0.04172852
574,0.00763180,131.0307,76.05896759,152.11793518,0.04147461
575,0.00929220,107.6171,75.62777710,151.25555420,0.04136719
576,0.00906510,110.3132,75.68540955,151.37081909,0.04106445
577,0.01175510,85.0695,75.45334625,150.90669250,0.04046224
578,0.00877170,114.0030,75.06550598,150.13101196,0.04003906
579,0.00849610,117.7011,74.97821808,149.95643616,0.03996419
580,0.00860030,116.2750,74.70719147,149.41438293,0.03961589
581,0.01086750,92.0175,74.63391876,149.26783752,0.03940755
582,0.00806110,124.0525,74.25806427,148.51612854,0.03984049
583,0.01162840,85.9964,74.30826569,148.61653137,0.03985677
584,0.00996700,100.3311,74.07929230,148.15858459,0.03995117
585,0.00784890,127.4064,74.31198883,148.62397766,0.03980469
586,0.00813950,122.8577,74.12608337,148.25216675,0.03968099
587,0.01154730,86.6003,74.03747559,148.07495117,0.03960938
588,0.01018400,98.1932,73.86878204,147.73756409,0.03933268
589,0.00938580,106.5439,73.86341858,147.72683716,0.03919271
590,0.00797880,125.3321,73.78660583,147.57321167,0.03914388
591,0.01050180,95.2218,73.55846405,147.11692810,0.03927409
592,0.00984360,101.5888,73.15576172,146.31152344,0.03905924
593,0.01235230,80.9566,73.03770447,146.07540894,0.03930339
594,0.01040470,96.1104,73.26337433,146.52674866,0.03931641
595,0.00906330,110.3351,73.24175262,146.48350525,0.03942708
596,0.00876980,114.0277,73.01986694,146.03973389,0.03931966
597,0.00888250,112.5809,72.84809113,145.69618225,0.03931315
598,0.00869280,115.0377,72.88312531,145.76625061,0.03942383
599,0.00907870,110.1479,73.00508881,146.01017761,0.03952799
600,0.00901960,110.8697,73.26255798,146.52511597,0.03899414
601,0.00907950,110.1382,72.82820892,145.65641785,0.03906250
602,0.00911300,109.7333,72.86702728,145.73405457,0.03895508
603,0.00926770,107.9016,73.09449768,146.18899536,0.03922526
604,0.00931700,107.3307,73.48468781,146.96937561,0.03947917
605,0.01074180,93.0943,73.84543610,147.69087219,0.03998047
606,0.01010900,98.9218,73.61636353,147.23272705,0.04009440
607,0.01169910,85.4767,73.51274872,147.02549744,0.03993490
608,0.00964760,103.6527,73.57508850,147.15017700,0.04072266
609,0.00887440,112.6837,73.97225189,147.94450378,0.04116536
610,0.00931890,107.3088,74.05648041,148.11296082,0.04159505
611,0.01020900,97.9528,73.98818207,147.97636414,0.04152018
612,0.01260870,79.3103,74.16718292,148.33436584,0.04156576
613,0.01038850,96.2603,74.41516113,148.83032227,0.04179362
614,0.00993960,100.6077,74.62863159,149.25726318,0.04130859
615,0.00982320,101.7998,74.48863220,148.97726440,0.04151042
616,0.01007900,99.2162,74.63688660,149.27377319,0.04107747
617,0.01242010,80.5147,74.70367432,149.40734863,0.04134440
618,0.01010650,98.9462,74.56512451,149.13024902,0.04092773
619,0.01188950,84.1078,74.30226898,148.60453796,0.04123698
620,0.00992780,100.7273,74.22410583,148.44821167,0.04100260
621,0.01046530,95.5539,74.04037476,148.08074951,0.04144857
622,0.01176980,84.9632,74.09577179,148.19154358,0.04129557
623,0.00958350,104.3460,73.78891754,147.57783508,0.04110026
624,0.00946970,105.6000,73.88453674,147.76907349,0.04089193
625,0.01017580,98.2724,74.24519348,148.49038696,0.04030273
626,0.01019510,98.0863,73.55450439,147.10900879,0.04035156
627,0.01000660,99.9340,72.77667999,145.55335999,0.04019857
628,0.01096340,91.2126,72.83427429,145.66854858,0.04013997
629,0.01299730,76.9391,73.00669861,146.01339722,0.04015299
630,0.01009760,99.0334,73.19678497,146.39356995,0.03962891
631,0.01106890,90.3432,73.41734314,146.83468628,0.03980794
632,0.01042130,95.9573,73.41220856,146.82441711,0.03977539
633,0.00981220,101.9139,73.88214874,147.76429749,0.03993815
634,0.00981170,101.9191,74.19704437,148.39408875,0.03961589
635,0.00973270,102.7464,74.69911957,149.39823914,0.03930990
636,0.01048140,95.4071,74.48220825,148.96441650,0.03917969
637,0.01047280,95.4854,74.35128021,148.70256042,0.03926758
638,0.01115440,89.6507,74.56659698,149.13319397,0.03930990
639,0.01069920,93.4649,74.93154907,149.86309814,0.03960612
640,0.01068160,93.6189,75.37521362,150.75042725,0.03984049
641,0.01077450,92.8117,76.02581787,152.05163574,0.04054036
642,0.01041540,96.0117,76.67410278,153.34820557,0.04110026
643,0.01055360,94.7544,77.01933289,154.03866577,0.04201823
644,0.01008110,99.1955,77.23774719,154.47549438,0.04195638
645,0.01030250,97.0638,77.05474854,154.10949707,0.04221680
646,0.01110010,90.0893,77.43478394,154.86956787,0.04208659
647,0.01061340,94.2205,78.53710938,157.07421875,0.04323893
648,0.01108220,90.2348,79.59053040,159.18106079,0.04442057
649,0.01154980,86.5816,80.13866425,160.27732849,0.04507161
650,0.01087540,91.9506,80.16612244,160.33224487,0.04403320
651,0.01068760,93.5664,80.32456207,160.64912415,0.04468424
652,0.01095770,91.2600,80.65714264,161.31428528,0.04507487
653,0.01098840,91.0051,80.28726196,160.57452393,0.04454753
654,0.01096310,91.2151,80.71424103,161.42848206,0.04434896
655,0.01184580,84.4181,80.73941040,161.47882080,0.04443685
656,0.01089330,91.7995,80.26196289,160.52392578,0.04423828
657,0.01057100,94.5984,79.60198212,159.20396423,0.04294271
658,0.01077930,92.7704,79.68994904,159.37989807,0.04285807
659,0.01064140,93.9726,78.67862701,157.35725403,0.04260091
660,0.01078880,92.6887,78.42823792,156.85647583,0.04285807
661,0.01171340,85.3723,77.74359131,155.48718262,0.04256510
662,0.01091790,91.5927,76.60058594,153.20117188,0.04181641
663,0.01107580,90.2869,76.24611664,152.49223328,0.04204102
664,0.01096640,91.1876,75.72214508,151.44429016,0.04105469
665,0.01104410,90.5461,75.08277893,150.16555786,0.04112305
666,0.01140080,87.7131,74.40349579,148.80699158,0.04058594
667,0.01111840,89.9410,74.06096649,148.12193298,0.04047852
668,0.01142200,87.5503,73.73869324,147.47738647,0.04057943
669,0.01133250,88.2418,73.59560394,147.19120789,0.04035482
670,0.01149140,87.0216,73.43977356,146.87954712,0.04037760
671,0.01169980,85.4715,73.00865173,146.01730347,0.04029948
672,0.01377010,72.6211,72.57406616,145.14813232,0.04045247
673,0.01921970,52.0299,72.65148926,145.30297852,0.04006185
674,0.01880600,53.1745,72.40396118,144.80792236,0.04044271
675,0.01889010,52.9378,72.68959808,145.37919617,0.04065430
676,0.01881170,53.1584,72.79801941,145.59603882,0.04112305
677,0.01891960,52.8552,72.79811096,145.59622192,0.04128906
678,0.01873190,53.3849,73.36842346,146.73684692,0.04145182
679,0.01848920,54.0856,74.08750153,148.17500305,0.04147461
680,0.01847640,54.1231,74.59603882,149.19207764,0.04191081
681,0.01874780,53.3396,75.20700073,150.41400146,0.04191081
682,0.01892370,52.8438,75.96528625,151.93057251,0.04254557
683,0.02220870,45.0274,76.65381622,153.30763245,0.04300781
684,0.01823880,54.8282,77.12601471,154.25202942,0.04328776
685,0.01971310,50.7277,77.45744324,154.91488647,0.04316406
686,0.02011450,49.7154,77.35678864,154.71357727,0.04320313
687,0.02121600,47.1342,77.37766266,154.75532532,0.04335612
688,0.01991880,50.2038,77.63865662,155.27731323,0.04343424
689,0.01930340,51.8043,77.87398529,155.74797058,0.04325521
690,0.02042480,48.9601,77.51374054,155.02748108,0.04300130
691,0.01921610,52.0397,77.50880432,155.01760864,0.04268229
692,0.02151940,46.4697,77.66370392,155.32740784,0.04277669
693,0.01843310,54.2502,77.69888306,155.39776611,0.04274414
694,0.01888660,52.9476,77.61098480,155.22196960,0.04261719
695,0.01886280,53.0144,77.31552887,154.63105774,0.04236654
696,0.01847740,54.1202,77.43829346,154.87658691,0.04214193
697,0.01852530,53.9802,77.08760834,154.17521667,0.04248698
698,0.01822870,54.8585,76.97237396,153.94474792,0.04262370
699,0.02078300,48.1162,76.94995880,153.89991760,0.04273437
700,0.01819440,54.9620,76.87281799,153.74563599,0.04234375
701,0.01786370,55.9794,76.91983795,153.83967590,0.04230469
702,0.01845540,54.1847,76.93706512,153.87413025,0.04227865
703,0.01794250,55.7336,76.42908478,152.85816956,0.04216471
704,0.01943300,51.4589,76.10572052,152.21144104,0.04190104
705,0.01909330,52.3744,75.99564362,151.99128723,0.04196615
706,0.01847070,54.1398,75.76525116,151.53050232,0.04182943
707,0.01939210,51.5674,75.71408081,151.42816162,0.04156576
708,0.01780970,56.1492,75.52941895,151.05883789,0.04156576
709,0.02036500,49.1039,75.39522552,150.79045105,0.04187826
710,0.01830630,54.6260,75.31850433,150.63700867,0.04205404
711,0.02098250,47.6588,75.31835938,150.63671875,0.04157552
712,0.01891530,52.8673,75.18059540,150.36119080,0.04157227
713,0.02017480,49.5668,75.26723480,150.53446960,0.04104167
714,0.01820060,54.9432,75.29956818,150.59913635,0.04120443
715,0.01815990,55.0664,75.33706665,150.67413330,0.04115885
716,0.01870170,53.4711,75.22103882,150.44207764,0.04141276
717,0.01812740,55.1651,75.35493469,150.70986938,0.04129883
718,0.01790980,55.8354,75.19746399,150.39492798,0.04138997
719,0.01803270,55.4548,74.72804260,149.45608521,0.04166341
720,0.01797300,55.6390,74.79315948,149.58631897,0.04202799
721,0.01799930,55.5577,74.15071869,148.30143738,0.04188151
722,0.01924430,51.9634,73.88422394,147.76844788,0.04177083
723,0.01873190,53.3849,73.31601715,146.63203430,0.04222656
724,0.01969930,50.7632,72.84649658,145.69299316,0.04232096
725,0.01806810,55.3462,73.09349823,146.18699646,0.04283854
726,0.00796670,125.5225,73.06499481,146.12998962,0.04250651
727,0.00807620,123.8206,73.03693390,146.07386780,0.04214844
728,0.01084520,92.2067,73.15446472,146.30892944,0.04229818
729,0.00813200,122.9710,73.24378204,146.48756409,0.04277344
730,0.00846130,118.1851,73.50376892,147.00753784,0.04198893
731,0.01047160,95.4964,73.89173889,147.78347778,0.04236003
732,0.00816670,122.4485,73.55576324,147.11152649,0.04207357
733,0.00872130,114.6618,73.21256256,146.42512512,0.04192708
734,0.01128200,88.6368,73.39984894,146.79969788,0.04234701
735,0.00868070,115.1981,73.47354889,146.94709778,0.04206380
736,0.01191740,83.9109,73.56927490,147.13854980,0.04223958
737,0.00805410,124.1604,73.83473969,147.66947937,0.04227214
738,0.00914750,109.3195,73.72584534,147.45169067,0.04233398
739,0.00807830,123.7884,73.44548798,146.89097595,0.04237630
740,0.00880190,113.6118,73.35081482,146.70162964,0.04261068
741,0.00786170,127.1990,73.61601257,147.23202515,0.04259766
742,0.00875500,114.2204,73.44747925,146.89495850,0.04244466
743,0.00903460,110.6856,73.73195648,147.46391296,0.04259115
744,0.00837180,119.4486,73.70664978,147.41329956,0.04287435
745,0.00849080,117.7745,73.57270050,147.14540100,0.04317708
746,0.01203140,83.1158,73.73708344,147.47416687,0.04306641
747,0.00772750,129.4080,73.55847931,147.11695862,0.04374023
748,0.00802560,124.6013,73.51267242,147.02534485,0.04335612
749,0.01112130,89.9175,73.63806915,147.27613831,0.04344727
750,0.00826630,120.9731,74.12937164,148.25874329,0.04226888
751,0.00899030,111.2310,74.25938416,148.51876831,0.04210937
752,0.01260290,79.3468,74.40519714,148.81039429,0.04324544
753,0.00817200,122.3691,74.63697052,149.27394104,0.04335286
754,0.00762890,131.0805,74.64985657,149.29971313,0.04354492
755,0.00975130,102.5504,74.77837372,149.55674744,0.04352865
756,0.01216470,82.2051,75.11809540,150.23619080,0.04323893
757,0.00814390,122.7913,75.45822906,150.91645813,0.04316081
758,0.00961880,103.9631,76.20472717,152.40945435,0.04322591
759,0.00965960,103.5240,76.25381470,152.50762939,0.04324219
760,0.01030130,97.0751,76.17708588,152.35417175,0.04357422
761,0.00941280,106.2383,75.89558411,151.79116821,0.04358724
762,0.01101300,90.8018,76.09207916,152.18415833,0.04313802
763,0.00835120,119.7433,75.24861908,150.49723816,0.04299154
764,0.01064060,93.9797,75.31835175,150.63670349,0.04349935
765,0.00813510,122.9241,75.32733154,150.65466309,0.04250000
766,0.00859940,116.2872,75.41399384,150.82798767,0.04265951
767,0.00775910,128.8809,76.26892853,152.53785706,0.04278646
768,0.00733940,136.2509,76.64935303,153.29870605,0.04274414
769,0.01109820,90.1047,77.00306702,154.00613403,0.04266276
770,0.00803040,124.5268,77.07810211,154.15620422,0.04250977
771,0.01086330,92.0531,77.20411682,154.40823364,0.04266927
772,0.01153930,86.6604,77.22120667,154.44241333,0.04256836
773,0.00944710,105.8526,77.67166901,155.34333801,0.04276042
774,0.00882850,113.2695,77.76749420,155.53498840,0.04255208
775,0.00843630,118.5354,77.55013275,155.10026550,0.04297201
776,0.01015480,98.4756,77.43885803,154.87771606,0.04246094
777,0.00779290,128.3219,76.80215454,153.60430908,0.04238281
778,0.00974700,102.5957,76.75932312,153.51864624,0.04287109
779,0.00821850,121.6767,76.38542938,152.77085876,0.04257813
780,0.00781910,127.8920,76.17249298,152.34498596,0.04247721
781,0.01826830,54.7396,76.24925232,152.49850464,0.04256510
782,0.01826890,54.7378,76.47291565,152.94583130,0.04227539
783,0.01811740,55.1956,76.00010681,152.00021362,0.04252604
784,0.01808800,55.2853,75.78095245,151.56190491,0.04230794
785,0.01928620,51.8505,75.62921143,151.25842285,0.04249674
786,0.01792240,55.7961,75.79692078,151.59384155,0.04300130
787,0.01906490,52.4524,76.15703583,152.31407166,0.04316732
788,0.01911860,52.3051,76.77747345,153.55494690,0.04215169
789,0.01818790,54.9816,76.14614105,152.29228210,0.04182292
790,0.01798330,55.6071,76.06737518,152.13475037,0.04178711
791,0.01809850,55.2532,75.77251434,151.54502869,0.04226888
792,0.01823850,54.8291,75.41484070,150.82968140,0.04163086
793,0.01773450,56.3873,75.37815094,150.75630188,0.04179687
794,0.01805860,55.3753,75.41413879,150.82827759,0.04190755
795,0.01832070,54.5831,75.67457581,151.34915161,0.04275391
796,0.01795990,55.6796,76.04522705,152.09045410,0.04196289
797,0.01795340,55.6998,76.09244537,152.18489075,0.04163086
798,0.01784590,56.0353,76.19342041,152.38684082,0.04174805
799,0.01791490,55.8195,75.95098114,151.90196228,0.04241211
800,0.01822250,54.8772,76.04415131,152.08830261,0.04171549
801,0.01770970,56.4662,75.75457001,151.50914001,0.04201823
802,0.01821660,54.8950,75.41802216,150.83604431,0.04169596
803,0.01773800,56.3761,75.34651184,150.69302368,0.04198242
804,0.01821520,54.8992,74.76241302,149.52482605,0.04197591
805,0.01792450,55.7896,74.43180847,148.86361694,0.04130534
806,0.01761740,56.7621,74.15325928,148.30651855,0.04109701
807,0.01817180,55.0303,73.77229309,147.54458618,0.04085938
808,0.01864430,53.6357,73.43985748,146.87971497,0.04051432
809,0.01828660,54.6849,72.99254608,145.98509216,0.04005208
810,0.01792120,55.7998,72.02121735,144.04243469,0.03960612
811,0.01785120,56.0186,71.48902130,142.97804260,0.03934896
812,0.01825740,54.7723,70.88813782,141.77627563,0.03935221
813,0.01800790,55.5312,70.23887634,140.47775269,0.03905273
814,0.01797790,55.6238,69.58701324,139.17402649,0.03873372
815,0.01800050,55.5540,69.20904541,138.41809082,0.03868164
816,0.01810730,55.2263,68.99593353,137.99186707,0.03929362
817,0.01808990,55.2795,68.56394196,137.12788391,0.03812826
818,0.01822590,54.8670,68.04682922,136.09365845,0.03856445
819,0.01780850,56.1530,67.96412659,135.92825317,0.03775065
820,0.01811410,55.2056,67.39449310,134.78898621,0.03738932
821,0.01801200,55.5185,66.97236633,133.94473267,0.03722005
822,0.00822410,121.5939,66.70336914,133.40673828,0.03676107
823,0.00946460,105.6569,66.42952728,132.85905457,0.03635417
824,0.00747870,133.7131,65.99111176,131.98222351,0.03620117
825,0.00965260,103.5990,65.73659515,131.47319031,0.03594076
826,0.01187930,84.1800,65.69994354,131.39988708,0.03677734
827,0.00755720,132.3241,65.57124329,131.14248657,0.03642578
828,0.01075070,93.0172,65.66547394,131.33094788,0.03606445
829,0.00799660,125.0531,65.35735321,130.71470642,0.03552409
830,0.00948440,105.4363,65.70872498,131.41744995,0.03552409
831,0.00987050,101.3120,65.54206848,131.08413696,0.03561523
832,0.01101840,90.7573,65.36151886,130.72303772,0.03501628
833,0.00894350,111.8130,65.60247040,131.20494080,0.03490560
834,0.00832500,120.1201,65.65134430,131.30268860,0.03484701
835,0.00913850,109.4271,65.29051208,130.58102417,0.03504232
836,0.00937760,106.6371,65.28772736,130.57545471,0.03497396
837,0.00912570,109.5806,65.12035370,130.24070740,0.03515951
838,0.00797210,125.4375,65.10004425,130.20008850,0.03497070
839,0.00788750,126.7829,65.32066345,130.64132690,0.03531250
840,0.00882100,113.3658,65.55012512,131.10025024,0.03526042
841,0.00759520,131.6621,65.07051086,130.14102173,0.03539063
842,0.00837330,119.4272,65.26826477,130.53652954,0.03528971
843,0.01069150,93.5322,65.40021515,130.80043030,0.03498698
844,0.00944940,105.8268,65.35980988,130.71961975,0.03466797
845,0.00950170,105.2443,65.48876953,130.97753906,0.03427083
846,0.00775190,129.0006,65.52089691,131.04179382,0.03420247
847,0.01110950,90.0131,65.79555511,131.59111023,0.03428711
848,0.00729940,136.9976,65.81433868,131.62867737,0.03427734
849,0.01051750,95.0796,66.39495087,132.78990173,0.03388997
850,0.00827770,120.8065,66.48278809,132.96557617,0.03381836
851,0.00886650,112.7841,66.53549194,133.07098389,0.03379883
852,0.00899000,111.2347,66.34078217,132.68156433,0.03381185
853,0.00855790,116.8511,65.90043640,131.80087280,0.03381510
854,0.00812740,123.0406,65.70772552,131.41545105,0.03353516
855,0.00955130,104.6978,65.65331268,131.30662537,0.03389323
856,0.00935060,106.9450,65.51383972,131.02767944,0.03327799
857,0.01097240,91.1378,64.90808105,129.81616211,0.03376953
858,0.00964910,103.6366,64.61375427,129.22750854,0.03305013
859,0.00717450,139.3825,64.26271820,128.52543640,0.03286458
860,0.01076840,92.8643,64.15544128,128.31088257,0.03301432
861,0.00886800,112.7650,63.77398682,127.54797363,0.03296224
862,0.01057840,94.5323,63.66523361,127.33046722,0.03347005
863,0.00908310,110.0946,63.33827209,126.67654419,0.03393880
864,0.00810380,123.3989,62.93457413,125.86914825,0.03398437
865,0.01128320,88.6273,62.71464539,125.42929077,0.03421875
866,0.01051260,95.1239,62.43150711,124.86301422,0.03441732
867,0.01158420,86.3245,62.06854248,124.13708496,0.03479167
868,0.01070830,93.3855,61.81252670,123.62505341,0.03528971
869,0.00844830,118.3670,61.93008804,123.86017609,0.03541016
870,0.01071730,93.3071,61.96178436,123.92356873,0.03552083
871,0.00958150,104.3678,61.97990417,123.95980835,0.03489909
872,0.00915780,109.1965,62.11197662,124.22395325,0.03356771
873,0.01074870,93.0345,61.67171860,123.34343719,0.03317057
874,0.00729480,137.0839,60.34992981,120.69985962,0.03309570
875,0.00775940,128.8759,59.61950302,119.23900604,0.03316081
876,0.00882740,113.2836,58.60461044,117.20922089,0.03222656
877,0.00915780,109.1965,58.26705551,116.53411102,0.03243490
878,0.01260620,79.3260,58.19726944,116.39453888,0.03278646
879,0.01053330,94.9370,58.93531036,117.87062073,0.03345052
880,0.01097660,91.1029,59.20046997,118.40093994,0.03348633
881,0.00945210,105.7966,59.08579636,118.17159271,0.03569010
882,0.00895730,111.6408,58.99903870,117.99807739,0.03553385
883,0.00935820,106.8582,58.51605988,117.03211975,0.03628255
884,0.00963490,103.7893,58.66626740,117.33253479,0.03638346
885,0.00890660,112.2763,59.10027695,118.20055389,0.03648112
886,0.01069120,93.5349,59.24387360,118.48774719,0.03694661
887,0.01015270,98.4960,59.37548065,118.75096130,0.03635417
888,0.00892100,112.0951,59.84490585,119.68981171,0.03619466
889,0.01123850,88.9798,59.40596008,118.81192017,0.03678711
890,0.00922260,108.4293,59.11515427,118.23030853,0.03660156
891,0.01184000,84.4595,59.23236084,118.46472168,0.03578776
892,0.01242160,80.5049,59.30419922,118.60839844,0.03678711
893,0.00898060,111.3511,59.00804901,118.01609802,0.03607096
894,0.01004430,99.5590,59.04088211,118.08176422,0.03628581
895,0.00926250,107.9622,58.57512283,117.15024567,0.03614909
896,0.01091090,91.6515,58.63139343,117.26278687,0.03600260
897,0.00881670,113.4211,58.75384521,117.50769043,0.03628255
898,0.01012180,98.7967,59.13222504,118.26445007,0.03689779
