frame_index,processing_time_seconds,fps,low_threshold,high_threshold,edge_pixel_ratio
61,0.01260160,79.3550,64.86593628,129.73187256,0.03812174
62,0.01164610,85.8657,64.83137512,129.66275024,0.03822266
63,0.00731470,136.7110,65.00249481,130.00498962,0.03835938
64,0.00802800,124.5640,65.51877594,131.03755188,0.03739583
65,0.01004190,99.5827,65.45932007,130.91864014,0.03789062
66,0.00771060,129.6916,65.79125214,131.58250427,0.03766927
67,0.00953420,104.8856,66.03852844,132.07705688,0.03722005
68,0.00791710,126.3089,65.99556732,131.99113464,0.03720703
69,0.01537190,65.0538,66.40754700,132.81509399,0.03695964
70,0.00809060,123.6002,66.40438843,132.80877686,0.03697591
71,0.00769980,129.8735,66.24285889,132.48571777,0.03700846
72,0.00808960,123.6155,66.24413300,132.48826599,0.03666341
73,0.00752270,132.9310,66.18850708,132.37701416,0.03699870
74,0.00746060,134.0375,66.34323883,132.68647766,0.03690430
75,0.00749640,133.3974,66.30253601,132.60507202,0.03666992
76,0.00948340,105.4474,66.45957947,132.91915894,0.03575195
77,0.00837410,119.4158,66.10085297,132.20170593,0.03594076
78,0.00763560,130.9655,66.26273346,132.52546692,0.03662109
79,0.00715610,139.7409,66.20362091,132.40724182,0.03698242
80,0.01156710,86.4521,66.24787140,132.49574280,0.03697917
81,0.01390500,71.9166,65.79223633,131.58447266,0.03569987
82,0.00839610,119.1029,65.35230255,130.70460510,0.03640951
83,0.00729450,137.0896,64.34910583,128.69821167,0.03510417
84,0.00750940,133.1664,64.33141327,128.66282654,0.03533529
85,0.00990650,100.9438,63.94222260,127.88444519,0.03599609
86,0.00777920,128.5479,63.59228516,127.18457031,0.03680013
87,0.00732230,136.5691,63.85840988,127.71681976,0.03616211
88,0.00785160,127.3626,63.69607925,127.39215851,0.03617513
89,0.00829660,120.5313,63.71455002,127.42910004,0.03569987
90,0.00766320,130.4938,64.41471863,128.82943726,0.03424154
91,0.01117410,89.4927,64.65103149,129.30206299,0.03404948
92,0.01111660,89.9556,64.85808563,129.71617126,0.03347982
93,0.01430710,69.8954,64.74655914,129.49311829,0.03378906
94,0.00743580,134.4845,64.75878143,129.51756287,0.03423503
95,0.01097450,91.1203,65.17960358,130.35920715,0.03452799
96,0.00697010,143.4700,65.05648804,130.11297607,0.03570313
97,0.00807900,123.7777,65.12181854,130.24363708,0.03647461
98,0.00941530,106.2101,65.34401703,130.68803406,0.03704427
99,0.01070120,93.4475,65.58106232,131.16212463,0.03728841
100,0.01001280,99.8722,66.02623749,132.05247498,0.03843099
101,0.00889190,112.4619,66.68347931,133.36695862,0.03839193
102,0.00904310,110.5815,67.87225342,135.74450684,0.03870768
103,0.00709860,140.8728,68.09288788,136.18577576,0.03848307
104,0.00927690,107.7946,68.63922882,137.27845764,0.03855794
105,0.00715960,139.6726,68.68858337,137.37716675,0.03797852
106,0.00977540,102.2976,67.27447510,134.54895020,0.03830729
107,0.00895660,111.6495,66.45156860,132.90313721,0.03780273
108,0.00875000,114.2857,66.90703583,133.81407166,0.03802409
109,0.00740260,135.0877,68.37394714,136.74789429,0.03826823
110,0.01069170,93.5305,69.76753235,139.53506470,0.03850911
111,0.01050650,95.1792,70.00217438,140.00434875,0.03903971
112,0.01040310,96.1252,69.73948669,139.47897339,0.03791016
113,0.01017980,98.2338,69.54151917,139.08303833,0.03830404
114,0.00841350,118.8566,70.01727295,140.03454590,0.03934896
115,0.01207750,82.7986,69.78121185,139.56242371,0.03862956
116,0.00970340,103.0567,69.87599182,139.75198364,0.03854818
117,0.00893980,111.8593,69.92872620,139.85745239,0.03898112
118,0.01106820,90.3489,69.86657715,139.73315430,0.03888021
119,0.00967010,103.4115,68.93317413,137.86634827,0.03902018
120,0.00963100,103.8314,69.43936920,138.87873840,0.03833984
121,0.00803550,124.4478,70.33609009,140.67218018,0.03820638
122,0.00996220,100.3794,71.70141602,143.40283203,0.03968750
123,0.00942660,106.0828,72.56039429,145.12078857,0.03912435
124,0.01076980,92.8522,73.56183624,147.12367249,0.03997070
125,0.01043630,95.8194,74.39799500,148.79598999,0.04047852
126,0.01163830,85.9232,74.68457794,149.36915588,0.04018880
127,0.00946570,105.6446,75.04370880,150.08741760,0.04064128
128,0.00966140,103.5047,75.23413086,150.46826172,0.04027669
129,0.01067030,93.7181,74.99987030,149.99974060,0.04011068
130,0.01072670,93.2253,74.78244019,149.56488037,0.04011719
131,0.01062780,94.0929,74.42819977,148.85639954,0.04067708
132,0.00845590,118.2606,74.64260101,149.28520203,0.04057292
133,0.01249630,80.0237,74.58993530,149.17987061,0.04056641
134,0.00892460,112.0498,74.48963928,148.97927856,0.04113281
135,0.00819390,122.0420,74.23937988,148.47875977,0.04090820
136,0.00854870,116.9769,73.82987213,147.65974426,0.04138346
137,0.01020740,97.9681,74.30270386,148.60540771,0.04085286
138,0.01098120,91.0647,73.65315247,147.30630493,0.04136393
139,0.00978270,102.2213,73.68752289,147.37504578,0.04137044
140,0.00924060,108.2181,73.43148804,146.86297607,0.04152669
141,0.00858390,116.4972,73.78789520,147.57579041,0.04181641
142,0.00860180,116.2547,73.60788727,147.21577454,0.04220703
143,0.00838650,119.2393,73.95581818,147.91163635,0.04187826
144,0.00903310,110.7040,74.19503784,148.39007568,0.04153320
145,0.01121040,89.2029,74.23224640,148.46449280,0.04214844
146,0.00887000,112.7396,74.34020996,148.68041992,0.04193034
147,0.00756500,132.1877,74.44023132,148.88046265,0.04221680
148,0.00898500,111.2966,74.63595581,149.27191162,0.04199870
149,0.00920500,108.6366,74.61303711,149.22607422,0.04178711
150,0.00912180,109.6275,74.82256317,149.64512634,0.04200846
151,0.00959130,104.2612,74.84931946,149.69863892,0.04191406
152,0.00737280,135.6337,74.85200500,149.70401001,0.04048177
153,0.00754460,132.5451,74.77884674,149.55769348,0.04219727
154,0.00891780,112.1353,74.84482574,149.68965149,0.04000000
155,0.00814640,122.7536,74.83547211,149.67094421,0.04002604
156,0.00791600,126.3264,74.54390717,149.08781433,0.04003906
157,0.00860500,116.2115,73.92628479,147.85256958,0.04015625
158,0.01042710,95.9039,73.72891998,147.45783997,0.04005534
159,0.00855860,116.8415,73.40704346,146.81408691,0.04012370
160,0.00722480,138.4121,73.06428528,146.12857056,0.03931641
161,0.00699990,142.8592,72.79476166,145.58952332,0.04034831
162,0.00952400,104.9979,72.68293762,145.36587524,0.04032227
163,0.01040280,96.1280,72.68852234,145.37704468,0.04025065
164,0.01009050,99.1031,72.90224457,145.80448914,0.04031576
165,0.00854820,116.9837,73.05623627,146.11247253,0.03991211
166,0.01017270,98.3023,73.14891052,146.29782104,0.04000651
167,0.00810810,123.3335,73.29203033,146.58406067,0.04054036
168,0.01051610,95.0923,73.51345062,147.02690125,0.03994141
169,0.00839720,119.0873,73.68196869,147.36393738,0.04127279
170,0.00734410,136.1637,73.63645935,147.27291870,0.04048828
171,0.01014910,98.5309,73.86400604,147.72801208,0.04073242
172,0.00946310,105.6736,73.93312073,147.86624146,0.04083333
173,0.00882980,113.2528,73.81517029,147.63034058,0.04064779
174,0.01199050,83.3994,73.93540955,147.87081909,0.04051758
175,0.00888630,112.5328,73.96142578,147.92285156,0.04057617
176,0.01255320,79.6610,74.11606598,148.23213196,0.04025065
177,0.00817870,122.2688,74.12435913,148.24871826,0.04063802
178,0.00925860,108.0077,74.27030182,148.54060364,0.04072266
179,0.00922010,108.4587,74.29518890,148.59037781,0.04004883
180,0.00984050,101.6209,74.35520172,148.71040344,0.03974284
181,0.00933790,107.0905,74.52199554,149.04399109,0.03977865
182,0.01166070,85.7581,74.68083954,149.36167908,0.03972982
183,0.01040200,96.1354,74.75932312,149.51864624,0.04040365
184,0.01079050,92.6741,74.78732300,149.57464600,0.04054688
185,0.01098380,91.0432,74.91912079,149.83824158,0.04046875
186,0.00845870,118.2215,75.09458923,150.18917847,0.04084635
187,0.00915690,109.2073,75.08298492,150.16596985,0.04107422
188,0.00986220,101.3973,75.13922119,150.27844238,0.04084635
189,0.00829250,120.5909,75.20183563,150.40367126,0.04059570
190,0.01244220,80.3716,75.06340027,150.12680054,0.04024089
191,0.00912470,109.5926,74.90345764,149.80691528,0.04094401
192,0.01021020,97.9413,74.83390808,149.66781616,0.04162760
193,0.01926500,51.9076,74.63896179,149.27792358,0.04130208
194,0.01857670,53.8309,74.62332916,149.24665833,0.04189128
195,0.01883230,53.1003,74.51441956,149.02883911,0.04303385
196,0.01911120,52.3253,74.17091370,148.34182739,0.04306641
197,0.01816680,55.0455,74.12947845,148.25895691,0.04305339
198,0.01841190,54.3127,73.93011475,147.86022949,0.04263346
199,0.01774770,56.3453,73.76937103,147.53874207,0.04275065
200,0.01784340,56.0431,73.24835968,146.49671936,0.04289063
201,0.01861600,53.7172,73.37620544,146.75241089,0.04275716
202,0.01784800,56.0287,73.39444733,146.78889465,0.04244141
203,0.01799240,55.5790,73.16000366,146.32000732,0.04167318
204,0.01827950,54.7061,73.04892731,146.09785461,0.04151693
205,0.00789420,126.6753,73.41094208,146.82188416,0.04152344
206,0.00941550,106.2079,73.31174469,146.62348938,0.04116536
207,0.00983790,101.6477,73.50756073,147.01512146,0.04127604
208,0.00998030,100.1974,73.44614410,146.89228821,0.04178711
209,0.01124110,88.9593,73.72581482,147.45162964,0.04219401
210,0.01042770,95.8984,73.97322845,147.94645691,0.04311849
211,0.00965170,103.6087,74.23609924,148.47219849,0.04281901
212,0.01165940,85.7677,74.37093353,148.74186707,0.04291341
213,0.01128520,88.6116,74.76988983,149.53977966,0.04215820
214,0.00786220,127.1909,75.22731781,150.45463562,0.04256836
215,0.01036930,96.4385,75.52117920,151.04235840,0.04255534
216,0.01032940,96.8110,75.94000244,151.88000488,0.04307617
217,0.00857490,116.6194,76.09136200,152.18272400,0.04299154
218,0.00994920,100.5106,76.55001831,153.10003662,0.04325846
219,0.01516150,65.9565,76.68735504,153.37471008,0.04320638
220,0.01535960,65.1059,77.21952057,154.43904114,0.04298177
221,0.00780050,128.1969,77.65657806,155.31315613,0.04288411
222,0.00987250,101.2915,77.68549347,155.37098694,0.04434896
223,0.00918110,108.9194,78.01309967,156.02619934,0.04388997
224,0.00837930,119.3417,77.81645966,155.63291931,0.04441732
225,0.00844440,118.4217,77.94043732,155.88087463,0.04402995
226,0.01442750,69.3121,77.76264954,155.52529907,0.04447917
227,0.00836910,119.4872,77.97639465,155.95278931,0.04188802
228,0.00973460,102.7264,77.70401001,155.40802002,0.04399414
229,0.01120430,89.2514,77.85459137,155.70918274,0.04398437
230,0.00977370,102.3154,78.18082428,156.36164856,0.04375651
231,0.00996350,100.3663,78.29048157,156.58096313,0.04331055
232,0.01030830,97.0092,78.12005615,156.24011230,0.04298828
233,0.00781800,127.9100,77.97920990,155.95841980,0.04310872
234,0.00990420,100.9673,77.89166260,155.78332520,0.04351237
235,0.01234840,80.9822,77.34298706,154.68597412,0.04250977
236,0.01199110,83.3952,77.43563080,154.87126160,0.04281576
237,0.01069060,93.5401,77.42337036,154.84674072,0.04300781
238,0.00967320,103.3784,77.57009888,155.14019775,0.04292643
239,0.01124490,88.9292,77.69419861,155.38839722,0.04275391
240,0.00964490,103.6817,77.61633301,155.23266602,0.04343750
241,0.00809930,123.4675,77.85511017,155.71022034,0.04391276
242,0.01071580,93.3201,77.95368195,155.90736389,0.04388997
243,0.00912450,109.5950,78.57758331,157.15516663,0.04289388
244,0.00902130,110.8488,78.85965729,157.71931458,0.04355469
245,0.00958150,104.3678,79.07873535,158.15747070,0.04429687
246,0.00935800,106.8604,79.35946655,158.71893311,0.04393229
247,0.00835970,119.6215,79.41996002,158.83992004,0.04359049
248,0.01589950,62.8951,79.46088409,158.92176819,0.04395508
249,0.00954490,104.7680,79.49311829,158.98623657,0.04394857
250,0.01044280,95.7598,79.56728363,159.13456726,0.04372070
251,0.01058100,94.5090,79.74692535,159.49385071,0.04358724
252,0.00818070,122.2389,78.79192352,157.58384705,0.04360352
253,0.00904050,110.6134,78.47891235,156.95782471,0.04361979
254,0.01161580,86.0896,78.04042053,156.08084106,0.04352214
255,0.00972320,102.8468,77.66677094,155.33354187,0.04350911
256,0.00751300,133.1026,76.94832611,153.89665222,0.04343750
257,0.01216780,82.1841,76.97478485,153.94956970,0.04397135
258,0.00761560,131.3094,76.46113586,152.92227173,0.04354492
259,0.00977280,102.3248,76.20013428,152.40026855,0.04353841
260,0.00995640,100.4379,76.11349487,152.22698975,0.04330729
261,0.00943150,106.0277,76.23963928,152.47927856,0.04321289
262,0.00948330,105.4485,76.22090149,152.44180298,0.04330404
263,0.00963580,103.7797,76.62474823,153.24949646,0.04343099
264,0.00961520,104.0020,76.51632690,153.03265381,0.04347005
265,0.01009920,99.0177,76.33712769,152.67425537,0.04295573
266,0.00965730,103.5486,76.05650330,152.11300659,0.04312826
267,0.01007960,99.2103,76.16368866,152.32737732,0.04255534
268,0.00972570,102.8204,76.29711914,152.59423828,0.04209310
269,0.00964320,103.7000,75.82826996,151.65653992,0.04245117
270,0.00987030,101.3140,75.08673096,150.17346191,0.04234375
271,0.01035000,96.6184,73.67335510,147.34671021,0.04225260
272,0.00988170,101.1972,72.63787842,145.27575684,0.04148437
273,0.00998840,100.1161,72.24452972,144.48905945,0.04140951
274,0.00985230,101.4991,72.12355042,144.24710083,0.04092122
275,0.01003610,99.6403,72.26641083,144.53282166,0.04088216
276,0.01024850,97.5753,72.29531860,144.59063721,0.04052083
277,0.01036550,96.4739,72.10739136,144.21478271,0.04055990
278,0.01036060,96.5195,71.80416870,143.60833740,0.04017253
279,0.01060840,94.2649,71.73950195,143.47900391,0.04030924
280,0.01069510,93.5008,71.52755737,143.05511475,0.03988932
281,0.01170010,85.4694,71.21479034,142.42958069,0.03999674
282,0.01057470,94.5653,71.24533081,142.49066162,0.03988281
283,0.01072730,93.2201,71.21649933,142.43299866,0.03996745
284,0.01192770,83.8385,71.63360596,143.26721191,0.04012695
285,0.01049560,95.2780,71.85028076,143.70056152,0.04034180
286,0.01049650,95.2699,71.66564941,143.33129883,0.04013672
287,0.01072760,93.2175,71.63951874,143.27903748,0.04044922
288,0.01030510,97.0393,71.87590027,143.75180054,0.04074219
289,0.01030250,97.0638,71.75848389,143.51696777,0.04081055
290,0.01057250,94.5850,71.94027710,143.88055420,0.04074870
291,0.01171410,85.3672,71.68776703,143.37553406,0.04086589
292,0.01070390,93.4239,71.38170624,142.76341248,0.04053711
293,0.01086180,92.0658,71.09207153,142.18414307,0.04047201
294,0.01164210,85.8952,70.74041748,141.48083496,0.04026367
295,0.01159660,86.2322,70.22824860,140.45649719,0.04029297
296,0.01100260,90.8876,70.12421417,140.24842834,0.04023438
297,0.01036180,96.5083,69.86402130,139.72804260,0.03990560
298,0.01056710,94.6333,69.06977844,138.13955688,0.03949544
299,0.01066480,93.7664,69.07005310,138.14010620,0.03949870
300,0.01063780,94.0044,68.95864105,137.91728210,0.03960938
301,0.01076100,92.9282,68.98899078,137.97798157,0.03953776
302,0.01105960,90.4192,69.28254700,138.56509399,0.03918620
303,0.01080440,92.5549,69.56463623,139.12927246,0.03916341
304,0.01164590,85.8671,70.31875610,140.63751221,0.03944336
305,0.01193910,83.7584,70.88393402,141.76786804,0.03970052
306,0.01104360,90.5502,70.91696167,141.83392334,0.03982096
307,0.01287870,77.6476,71.05017853,142.10035706,0.04040690
308,0.01087940,91.9168,70.99033356,141.98066711,0.04005534
309,0.01139350,87.7693,71.52507019,143.05014038,0.04063477
310,0.01138140,87.8627,72.17564392,144.35128784,0.04208008
311,0.01129730,88.5167,72.54861450,145.09722900,0.04189128
312,0.01158150,86.3446,73.00722504,146.01445007,0.04250651
313,0.01914000,52.2466,73.64736176,147.29472351,0.04290039
314,0.01970180,50.7568,73.91761780,147.83523560,0.04284505
315,0.01884560,53.0628,74.37739563,148.75479126,0.04325846
316,0.01950190,51.2771,74.41017914,148.82035828,0.04344076
317,0.01894730,52.7780,74.65863800,149.31727600,0.04281250
318,0.01879860,53.1955,74.46107483,148.92214966,0.04270182
319,0.01894100,52.7955,74.33024597,148.66049194,0.04385091
320,0.01892820,52.8312,74.38359070,148.76718140,0.04281576
321,0.02189840,45.6654,74.27863312,148.55726624,0.04272461
322,0.01922950,52.0034,74.04206085,148.08412170,0.04276042
323,0.01956490,51.1119,73.48291779,146.96583557,0.04321940
324,0.01877030,53.2757,73.38695526,146.77391052,0.04255208
325,0.01891130,52.8784,73.06737518,146.13475037,0.04253581
326,0.02223630,44.9715,72.37346649,144.74693298,0.04228190
327,0.01887910,52.9686,72.13751221,144.27502441,0.04266276
328,0.01982670,50.4370,71.71731567,143.43463135,0.04188477
329,0.01998520,50.0370,71.31271362,142.62542725,0.04162109
330,0.02112070,47.3469,71.13794708,142.27589417,0.04179036
331,0.02118410,47.2052,70.99020386,141.98040771,0.04223307
332,0.02120410,47.1607,71.32217407,142.64434814,0.04203776
333,0.02152130,46.4656,71.70360565,143.40721130,0.04265951
334,0.01898630,52.6696,72.14285278,144.28570557,0.04229818
335,0.01831120,54.6114,72.25544739,144.51089478,0.04267904
336,0.01831980,54.5857,72.66749573,145.33499146,0.04147135
337,0.01806340,55.3606,72.84004974,145.68009949,0.04271810
338,0.01831620,54.5965,73.16075134,146.32150269,0.04138997
339,0.01871610,53.4299,73.33435822,146.66871643,0.04158203
340,0.01824420,54.8119,73.65472412,147.30944824,0.04184896
341,0.01823260,54.8468,73.57304382,147.14608765,0.04311523
342,0.01921520,52.0421,73.85271454,147.70542908,0.04339844
343,0.01927990,51.8675,73.73049164,147.46098328,0.04302083
344,0.02013580,49.6628,73.83310699,147.66621399,0.04305339
345,0.01807740,55.3177,74.11120605,148.22241211,0.04305339
346,0.01843730,54.2379,74.40360260,148.80720520,0.04340820
347,0.01888230,52.9597,74.69313049,149.38626099,0.04327799
348,0.01842330,54.2791,74.60008240,149.20016479,0.04372721
349,0.01898320,52.6782,74.54500580,149.09001160,0.04333659
350,0.01827110,54.7312,74.57433319,149.14866638,0.04228516
351,0.01853770,53.9441,74.39710999,148.79421997,0.04361003
352,0.01821110,54.9116,74.75791168,149.51582336,0.04389974
353,0.01821340,54.9046,74.84185028,149.68370056,0.04358398
354,0.01795410,55.6976,74.78852081,149.57704163,0.04353516
355,0.01810430,55.2355,74.78608704,149.57217407,0.04347656
356,0.02069800,48.3138,74.78848267,149.57696533,0.04357747
357,0.01874230,53.3552,74.88523865,149.77047729,0.04351888
358,0.01811980,55.1882,74.85718536,149.71437073,0.04335612
359,0.01939570,51.5578,74.80838013,149.61676025,0.04400065
360,0.01792950,55.7740,74.56317902,149.12635803,0.04399089
361,0.01832600,54.5673,74.30005646,148.60011292,0.04381185
362,0.01991390,50.2162,74.30099487,148.60198975,0.04400065
363,0.01953490,51.1904,73.54537201,147.09074402,0.04373047
364,0.02071880,48.2653,72.91297150,145.82594299,0.04329427
365,0.01849360,54.0728,72.69242096,145.38484192,0.04207031
366,0.00734570,136.1341,72.43197632,144.86395264,0.04222005
367,0.00934480,107.0114,72.55072784,145.10145569,0.04206706
368,0.00865550,115.5335,72.44853210,144.89706421,0.04265299
369,0.00987440,101.2720,72.24417877,144.48835754,0.04229167
370,0.00901420,110.9361,71.94550323,143.89100647,0.04186523
371,0.00954000,104.8218,71.30030823,142.60061646,0.04218750
372,0.00918370,108.8886,71.31153870,142.62307739,0.04264648
373,0.00905210,110.4716,70.98318481,141.96636963,0.04218424
374,0.00896140,111.5897,71.42057037,142.84114075,0.04226888
375,0.01194260,83.7339,71.94457245,143.88914490,0.04238932
376,0.00869150,115.0549,72.29405975,144.58811951,0.04263672
377,0.00851600,117.4260,72.47265625,144.94531250,0.04276042
378,0.00807710,123.8068,72.83054352,145.66108704,0.04223958
379,0.00804990,124.2251,72.97347260,145.94694519,0.04286133
380,0.01360870,73.4824,73.12474823,146.24949646,0.04291016
381,0.00965340,103.5904,73.23902130,146.47804260,0.04291341
382,0.00753300,132.7492,73.18512726,146.37025452,0.04282878
383,0.00761050,131.3974,73.08116913,146.16233826,0.04217448
384,0.01177760,84.9069,72.98822021,145.97644043,0.04317708
385,0.00926370,107.9482,73.13560486,146.27120972,0.04291992
386,0.00886500,112.8032,73.05146027,146.10292053,0.04318685
387,0.00789740,126.6240,72.77478027,145.54956055,0.04270833
388,0.00996520,100.3492,72.84957123,145.69914246,0.04296875
389,0.00942620,106.0873,73.23147583,146.46295166,0.04290365
390,0.00801010,124.8424,73.01867676,146.03735352,0.04240560
391,0.01281690,78.0220,73.09812164,146.19624329,0.04224609
392,0.01139420,87.7640,73.10762024,146.21524048,0.04222656
393,0.00779580,128.2742,72.94728851,145.89457703,0.04220703
394,0.00956730,104.5227,72.92287445,145.84574890,0.04162109
395,0.01377460,72.5974,72.78578186,145.57156372,0.04133138
396,0.00813170,122.9755,73.03190613,146.06381226,0.04083333
397,0.00886060,112.8592,73.23648071,146.47296143,0.04140625
398,0.00972090,102.8711,73.33331299,146.66662598,0.04098958
399,0.00860650,116.1913,73.38603973,146.77207947,0.04123372
400,0.00999020,100.0981,73.84388733,147.68777466,0.04091797
401,0.00937260,106.6940,73.72826385,147.45652771,0.04106771
402,0.00935620,106.8810,73.93020630,147.86041260,0.04046875
403,0.00945480,105.7664,74.01351166,148.02702332,0.04072917
404,0.00870180,114.9188,74.52470398,149.04940796,0.04075521
405,0.00792110,126.2451,74.68091583,149.36183167,0.04116211
406,0.00840860,118.9259,74.70195007,149.40390015,0.04041341
407,0.00853910,117.1084,74.86112976,149.72225952,0.04099284
408,0.00784920,127.4015,75.03224945,150.06449890,0.04111003
409,0.00749970,133.3387,75.48596191,150.97192383,0.04122721
410,0.00986650,101.3531,75.59476471,151.18952942,0.04115885
411,0.00851540,117.4343,75.75587463,151.51174927,0.04145508
412,0.00847700,117.9663,76.04382324,152.08764648,0.04136719
413,0.00758630,131.8166,75.99721527,151.99443054,0.04174154
414,0.00943850,105.9490,76.14698029,152.29396057,0.04145833
415,0.01007220,99.2832,76.16765594,152.33531189,0.04125000
416,0.00812830,123.0270,76.13796234,152.27592468,0.04103516
417,0.00751870,133.0017,76.28881073,152.57762146,0.04165039
418,0.00796960,125.4768,76.44461823,152.88923645,0.04142253
419,0.00938830,106.5156,76.46168518,152.92337036,0.04111654
420,0.01101110,90.8174,76.46765137,152.93530273,0.04166016
421,0.01871830,53.4237,76.65312958,153.30625916,0.04133464
422,0.01951340,51.2468,76.67459869,153.34919739,0.04113932
423,0.01953360,51.1938,76.24010468,152.48020935,0.04113607
424,0.01898790,52.6651,76.41754150,152.83508301,0.04111003
425,0.01848670,54.0929,76.38596344,152.77192688,0.04068359
426,0.01860550,53.7475,76.91134644,153.82269287,0.04095378
427,0.01905550,52.4783,76.68960571,153.37921143,0.04096680
428,0.01959340,51.0376,76.93765259,153.87530518,0.04055990
429,0.01870830,53.4522,77.14693451,154.29386902,0.04046875
430,0.01805030,55.4007,77.28585052,154.57170105,0.04042318
431,0.01831040,54.6138,77.81621552,155.63243103,0.04097656
432,0.01811770,55.1946,78.03193665,156.06387329,0.04069010
433,0.01861850,53.7100,78.37436676,156.74873352,0.04059896
434,0.01820860,54.9191,78.23226929,156.46453857,0.04056641
435,0.01806730,55.3486,78.82788086,157.65576172,0.04023112
436,0.01785940,55.9929,78.74506378,157.49012756,0.04019531
437,0.01799830,55.5608,79.01206207,158.02412415,0.04080078
438,0.01847560,54.1254,79.30746460,158.61492920,0.04087891
439,0.02079580,48.0866,79.59136200,159.18272400,0.04045247
440,0.02074090,48.2139,79.65187836,159.30375671,0.04066406
441,0.01802220,55.4871,79.69387054,159.38774109,0.04052734
442,0.01832740,54.5631,79.56019592,159.12039185,0.04050130
443,0.01849460,54.0698,79.65013885,159.30027771,0.04065755
444,0.01786560,55.9735,79.76476288,159.52952576,0.04057943
445,0.01827950,54.7061,79.58203888,159.16407776,0.04066406
446,0.01794930,55.7125,79.39267731,158.78535461,0.04088867
447,0.01835060,54.4941,79.13261414,158.26522827,0.04096029
448,0.02094810,47.7370,78.96398163,157.92796326,0.04075521
